,id,state,managers,created_on,modified,next_contact_date,tier,nickname,external_id,ext_acct_id,license_number,old_license_number,license_inactive,business_identifier,ein,directions,delivery_preferences,currency,shipping_charge,brand,name,dba,business_license_name,description,website,address,old_address,unit_number,zipcode,city,county,country,lat,long,phone,phone_extension,email,notes,leaflink_last_views,leaflink_source,reason,archived,delinquent,discount_percent,owner,partner,price_schedule,service_zone,license_type,payment_term,status,reason_product,external_ids
123,113343,CA,[8502],2018-05-30T14:02:19.904160-07:00,2019-05-09T14:34:08.772187-07:00,,,Golden State Greens,,,A10-17-0000032,,False,,,,"<h4><b>Days</b>: Mon-Fri<br><b>Hours</b>: 9am - 2pm<br><b>Email</b>: purchasing@goldenstategreens.com</h4><h4 style=""line-height: 22.4px;""><b>Jorge Cell</b>: 619.822.6530</h4><h4><br><b>Instructions<br></b>Please email invoice and COA's 24hrs prior to delivery.</h4>",USD,,,Golden State Greens - Point Loma,,,,,3452 Hancock St,,,92110,San Diego,,,32.756263,-117.208254,6192688035,,,,,False,,False,False,0.0000,5301,4718.0,,1956.0,32.0,4.0,1055.0,,{}
124,231101,CA,[],2019-06-07T10:11:23.251355-07:00,2019-06-07T10:11:24.602061-07:00,,,,,,C11-18-0000040-TEMP,,False,,,,,USD,,,Golden State Herb,,,,,3837 Shasta Dam Blvd,,,96019,Shasta Lake,,,40.683566,-122.377657,,,,,,False,,False,False,0.0000,5301,,,,97.0,,,,{}
125,446769,CA,[],2020-06-16T16:26:14.479936-07:00,2020-06-16T17:00:02.342504-07:00,,,,,,C9-0000349-LIC,,False,,,,,USD,,,Gold Family LLC,Gold Family LLC,,,,16 Light Sky Ct. Ste. 3,,,95828,SACRAMENTO,,,38.513015,-121.380383,,,,,,True,,False,False,0.0000,5301,10062.0,,,96.0,,,,{}
126,113481,CA,[],2018-05-30T14:02:34.546865-07:00,2018-11-15T18:50:16.553759-08:00,,,,,,A10-18-0000342,,False,,,,,USD,,,Goldn Bloom,,,,,3385 Sunrise St,,,92102,San Diego,,,32.713965,-117.121190,6199555540,,reception@goldnbloom.com,,,False,,True,False,0.0000,5301,4281.0,,1956.0,32.0,,,,{}
127,377253,CA,[],2020-02-23T22:40:08.800372-08:00,2020-02-23T22:40:09.759587-08:00,,,,,,C9-0000278-LIC,,False,,,,,USD,,,Goldy's Delivers,ALTRUISM FOR ALL,,,,300 PENDLETON WAY,,SUITE 334,94621,Oakland,Alameda,,37.735640,-122.200593,,,,,,True,,False,False,0.0000,5301,9061.0,,,96.0,,,,{}
128,514526,CA,[17836],2020-09-15T14:40:32.112076-07:00,2020-09-15T14:40:32.112105-07:00,,,,,,C10-0000691-LIC,,False,,,,,USD,,,goodlyfe,,,,,"24384 Sunnymead Blvd. #100 Moreno Valley, California US 92553",,,92553,moreno valley,,,33.939681,-117.237527,9512084657,,,,,False,,False,False,0.0000,5301,,,,83.0,3.0,,,{}
129,353646,CA,[],2020-01-16T10:37:36.900333-08:00,2020-01-16T10:37:38.558923-08:00,,,,,,C12-0000072-LIC,,False,,,,,USD,,,Good Will LLC,Good Will LLC,,,,2408 S Broadway,,,90007,Los Angeles,,,34.026990,-118.268565,,,,,,True,,False,False,0.0000,5301,7827.0,,,35.0,,,,{}
130,305895,CA,[],2019-10-12T18:25:45.817561-07:00,2019-10-12T18:25:46.690962-07:00,,,,,,C11-0000527,,False,,,,,USD,,,Goverde Incubator LLC,Goverde Incubator LLC,,,,722 E 62nd St,,,90001,Los Angeles,,,33.983135,-118.262675,,,,,2019-10-12T18:25:45.815875-07:00,True,,False,False,0.0000,5301,8259.0,,,97.0,,,,{}
131,113344,CA,[],2018-05-30T14:02:20.007069-07:00,2018-05-30T21:15:01.280126-07:00,,,Grass Roots Collective,,,A10-18-0000120,,False,,,,,USD,,,Grass Roots Collective,,,,,1077 Post St,,,94109,San Francisco,,,,,4153464338,,hello@grassrootssf.com,,,False,,False,False,0.0000,5301,4543.0,,,32.0,,,,{}
132,252229,CA,[17836],2019-07-04T18:18:51.579843-07:00,2019-11-12T10:30:56.256692-08:00,,,,,,M10-17-0000009- TEMP,,False,,,,<p>9am-8pm</p>,USD,,,green america,,,,,"1173 Harley Knox Blvd Perris, CA 92571",,,92571,perris,,,33.858753,-117.251927,2133570608,,,,,False,,False,False,0.0000,5301,,,,83.0,3.0,1055.0,,{}
133,177610,CA,[8502],2019-01-31T07:28:41.413690-08:00,2019-01-31T08:00:00.729495-08:00,,,,,,M10-17-0000009-TEMP,,False,,,,<p>Email Sabrina 24hrs in advance: greenlifecultures@gmail.com</p><p>Delivery time 9am-8pm</p>,USD,,,Green America,,,,,1173 Harley Knox Blvd,,,92571,Perris,,,33.858753,-117.251927,9515008094,,greenlifecultures@gmail.com,,,False,,True,False,0.0000,5301,,,,32.0,4.0,,,{}
134,362854,CA,[],2020-01-28T20:15:34.216104-08:00,2020-01-28T20:15:34.997926-08:00,,,,,,C10-0000327,,False,,,,,USD,,,Green Bean,Green Bean,,,,515 W. Naranjo Blvd.,,,93286,Woodlake,,,36.413652,-119.104067,,,,,,True,,False,False,0.0000,5301,7871.0,,,83.0,,,,{}
135,113345,CA,[32436],2018-05-30T14:02:20.114312-07:00,2020-09-08T11:48:39.217583-07:00,,,Green Cross of Torrance,,,A10-18-0000225,,False,,,,<p>Call day of Delivery to give Jessica a Heads up that we're coming- 310-341-8326</p>,USD,,,Green Cross of Torrance,,,,,1658 W. Carson St. #B,,,90501,Torrance,,,33.831103,-118.308797,3105339363,,,,2019-11-04T08:46:07.903831-08:00,False,,False,False,0.0000,5301,3784.0,,1440.0,32.0,1.0,1055.0,,{}
136,113346,CA,[],2018-05-30T14:02:20.216125-07:00,2018-05-30T21:30:00.456862-07:00,,,Green Cross Pharma,,,A12-17-0000006,,False,,,,,USD,,,Green Cross Pharma,,,,,68730 Summit Dr,,,92234,Cathedral City,,,,,8444209420,,greencrossrx@gmail.com,,,False,,False,False,0.0000,5301,,,,35.0,,,,{}
137,124005,CA,[35250],2018-07-12T15:39:47.640076-07:00,2020-03-06T12:23:57.527431-08:00,,,Green Door SF,,,A10-18-0000229-TEMP,,False,,,,,USD,,,Green Door San Francisco,,,,,843 Howard St.,,,94103,San Francisco,,,37.782350,-122.403571,4155419590,,,,,False,,False,False,0.0000,5301,,413.0,,32.0,,1055.0,,{}
138,113347,CA,[32436],2018-05-30T14:02:20.315611-07:00,2020-07-23T15:42:57.085794-07:00,,,Green Dot Cannabis Patients Group,,,A10-18-0000248,,False,,,,<p>MONDAY - WEDNESDAY&nbsp;</p>,USD,,,Green Dot Cannabis Patients Group,,,,,4200 Lincoln Blvd,,,90292,Marina Del Rey,,,33.987002,-118.444170,3105788300,,greendot14@gmail.com,<p>15 BUD TENDERS</p>,,False,,False,False,0.0000,5301,3562.0,413.0,1440.0,32.0,,930.0,,{}
139,113348,CA,[32436],2018-05-30T14:02:20.419889-07:00,2020-07-23T15:48:43.651592-07:00,2018-10-26,,Green Dragon Caregivers,,,A12-18-0000043,,False,,,,,USD,,,Green Dragon Caregivers,,,,,7236 Varna Ave,,,91605,North Hollywood,,,34.202354,-118.424400,8184420054,,GreenDragonCaregivers@gmail.com,<p>Spoke with Rikki. He is planning to put in an order. Offered net terms vs a small order.&nbsp;</p>,2018-10-14T18:21:22.263944-07:00,False,,False,False,0.0000,5301,4898.0,,1440.0,35.0,1.0,931.0,,{}
140,113349,CA,[32436],2018-05-30T14:02:20.522331-07:00,2020-07-13T20:50:23.766909-07:00,2018-10-31,,Green Earth Collective,,,A10-18-0000207,,False,,,,<p>Anytime they say is good for them or Day</p>,USD,,,Green Earth Collective,,,,,4801 York Blvd,,,90042,Los Angeles,,,34.122480,-118.210703,3233490949,,jonathan@gecollective.com,,2019-11-06T19:31:53.714245-08:00,False,,False,False,0.0000,5301,4775.0,413.0,1440.0,32.0,1.0,1055.0,,{}
141,113350,CA,[],2018-05-30T14:02:20.623872-07:00,2018-05-30T21:45:01.596061-07:00,,,Green Earth Farmacie,,,A10-18-0000196,,False,,,,,USD,,,Green Earth Farmacie,,,,,7756 Burnet Ave,,,91405,Van Nuys,,,,,8189941045,,gefarm6811@gmail.com,,,False,,False,False,0.0000,5301,4797.0,,,32.0,,,,{}
142,417934,CA,[32436],2020-04-30T16:47:57.659506-07:00,2020-09-08T11:43:24.762139-07:00,,,Cana Harbor,,,C10-0000416-LIC,,False,,,,,USD,,,"Green Earth Pharmacy, Inc.",,,,,1227 253rd St.,,,90710,Harbor City,,,33.795356,-118.326507,4243054416,,,,,False,,False,False,0.0000,5301,10093.0,,,83.0,,,,{}
143,113351,CA,[32436],2018-05-30T14:02:20.725366-07:00,2020-07-23T16:01:55.637988-07:00,,,Green Goddess Collective,,,C10-0000056-LIC,,False,,,,,USD,,,Green Goddess Collective,,,,,1716 Main St,,,90291,Venice,,,33.987572,-118.470511,3103967770,,greengoddesscollective@gmail.com,,,False,,False,False,0.0000,5301,3532.0,,1440.0,32.0,3.0,931.0,,{}
144,113357,CA,[],2018-05-30T14:02:21.341168-07:00,2018-11-06T07:34:37.011354-08:00,,,Greenhouse Herbal Center,,,A-10-18-0000267,,False,,,,,USD,,,Greenhouse Herbal Center,,,,,5224 Hollywood Blvd,,,90027,Hollywood,,,,,3237410213,,greenwood5224@gmail.com,,,False,,False,False,0.0000,5301,,,,,,,,{}
145,293474,CA,[17836],2019-09-19T17:09:55.758633-07:00,2020-07-21T15:57:15.779036-07:00,,,,,,C10-0000189-lic,,False,,,,"<p>No deliverys Wednesday at all</p><p>deliver mom,tues,Thur,fri 1:30-7:00</p>",USD,,,Green Kong,,,,,128 oleander ave w perris,,,92751,Perris,,,33.857301,-117.243229,,,info@greenkong.com,,,False,,False,False,0.0000,5301,,,,83.0,4.0,,,{}
146,129575,CA,[],2018-08-05T10:33:08.159427-07:00,2018-11-06T07:31:31.970626-08:00,,,,,,M10-0000373-TEMP,,False,,,,,USD,,,Greenleaf Solutions,,,,,451 S 7th st,,,,Modesto,,,37.624645,-120.993435,9167060489,,,,,False,,False,False,0.0000,5301,,,,32.0,,,,{}
147,512919,CA,[],2020-09-12T12:11:51.259786-07:00,2020-09-12T12:11:51.355437-07:00,,,,,,C10-0000089-LIC,,False,,,,,USD,,,Greenleaf Wellness,Greenleaf Wellness,,,,12285 N Palm Drive,,,92240,Desert Hot Springs,Riverside,,33.978463,-116.499751,,,,,,True,clicked_shop_brand,False,False,0.0000,5301,5478.0,,,83.0,,,,{}
148,113352,CA,[],2018-05-30T14:02:20.841084-07:00,2018-05-30T22:30:00.694269-07:00,,,Green Leaf Wellness,,,A10-18-0000302,,False,,,,,USD,,,Green Leaf Wellness,,,,,102 12285 Palm Dr,,,92240,Desert Hot Springs,,,,,7603298300,,info@greenleafwellnessdhs.com,,,False,,False,False,0.0000,5301,,,,32.0,,,,{}
149,495493,CA,[],2020-08-18T07:55:55.179830-07:00,2020-08-18T07:55:55.179860-07:00,,,,,,C12-0000169-LIC,,False,,,,,USD,,,GreenLeef LLC,GreenLeef LLC,,,,"1035 22nd ave, unit 17c",,,94606,Oakland,,,37.782570,-122.240337,,,,,,True,,False,False,0.0000,5301,9847.0,,,98.0,,,,{}
150,113353,CA,[],2018-05-30T14:02:20.938769-07:00,2018-05-30T22:45:01.198647-07:00,,,Green Pearl Organics,,,A10-17-0000012,,False,,,,,USD,,,Green Pearl Organics,,,,,64949 Mission Lakes Blvd #108,,,92240,Desert Hot Springs,,,,,7608943146,,gpodhs@gmail.com,,,False,,False,False,0.0000,5301,4629.0,,,32.0,,,,{}
151,113354,CA,[],2018-05-30T14:02:21.043436-07:00,2018-05-30T23:00:01.329232-07:00,,,Green Remedy,,,A10-17-0000075,,False,,,,,USD,,,Green Remedy,,,,,2928 Unit C Hilltop Mall Rd,,,94806,Richmond,,,,,5107587898,,info@greenremedycollective.com,,,False,,False,False,0.0000,5301,4044.0,,,32.0,,,,{}
152,113355,CA,[35250],2018-05-30T14:02:21.144436-07:00,2020-07-20T12:50:54.360621-07:00,,,Green Solutions,,,C10-0000153-LIC,,False,,,,<p>Mon - Fri 11am- 4PM</p><p>please contact Alex on 916-340-5630</p><p>text or call is fine</p>,USD,,,Green Solutions,,,,,1404 28th Street,,,95816,Sacramento,,,38.569224,-121.471433,9167060489,,alexlucero1987@gmail.com,,,False,,False,False,0.0000,5301,,,,83.0,9.0,1055.0,,{}
153,113356,CA,[],2018-05-30T14:02:21.245873-07:00,2018-11-06T07:34:39.938779-08:00,,,Green Valley Collective,,,A10-18-0000257,,False,,,,,USD,,,Green Valley Collective,,,,,10842 W Magnolia Blvd,,,9160,North Hollywood,,,,,8183222177,,info@comesayhigh.com,,,False,,False,False,0.0000,5301,4441.0,,,32.0,,,,{}
154,113358,CA,[],2018-05-30T14:02:21.439622-07:00,2018-11-06T07:34:41.375383-08:00,,,Greenwolf,,,A10-18-0000224,,False,,,,,USD,,,Greenwolf,,,,,2950 Los Feliz Blvd #100,,,90039,Easy Valley,,,,,3236689390,,info@greenwolf.la,,,False,,False,False,0.0000,5301,5065.0,,,32.0,,,,{}
155,397499,CA,[],2020-03-28T17:48:46.581863-07:00,2020-03-28T18:00:01.068933-07:00,,,,,,C10-0000549-LIC,,False,,,,,USD,,,Greenwolf,Greenwolf,,,,2950 Los Feliz blvd. #100,,,90039,Los Angeles,Los Angeles,,34.125681,-118.263937,,,,,,True,,False,False,0.0000,5301,5066.0,,,83.0,,,,{}
156,113359,CA,[],2018-05-30T14:02:21.539941-07:00,2018-11-06T07:34:42.992093-08:00,,,Happy Leaf Collective,,,A10-18-0000303,,False,,,,,USD,,,Happy Leaf Collective,,,,,2131 Westwood Blvd,,,90025,Mid City,,,,,3104752500,,HappyLeafLA@gmail.com,,,False,,False,False,0.0000,5301,,,,32.0,,,,{}
157,123407,CA,[8502],2018-07-10T08:54:44.191243-07:00,2019-02-12T19:00:48.504087-08:00,,,,,,M10-17-0000028,,False,,,,,USD,,,Harbor Collective,,,,,2405 E Harbor Drive,,,92113,San Diego,,,32.692353,-117.139170,6198412045,,,,,False,,True,False,0.0000,5301,,,1956.0,33.0,,931.0,,{}
158,295852,CA,[35250],2019-09-24T11:17:42.397859-07:00,2019-10-08T09:52:43.277086-07:00,,1.0,Harborside,,,A10-17-0000041,,False,,,,,USD,,,Harborside Oakland,,,,,1840 Embarcadero,,,94606,Oakland,,,37.784112,-122.243387,,,,,,False,,False,False,0.0000,5301,,,,83.0,4.0,,,{}
159,113360,CA,[35250],2018-05-30T14:02:21.633848-07:00,2019-10-08T09:55:54.433142-07:00,,,Harborside - San Jose,,,A10-17-0000023,,False,,,,,USD,,,Harborside - San Jose,,,,,1365 N 10th St,,,95112,San Jose,,,,,8889942726,,info@harborsidesj.com,,,False,,False,False,0.0000,5301,,,,32.0,4.0,,,{}
160,253336,CA,[],2019-07-08T17:44:42.692190-07:00,2019-07-08T17:44:43.587886-07:00,,,,,,C9-18-0000065,,False,,,,,USD,,,Harvest Bloom,Harvest Bloom,Harvest Bloom,"Harvest Bloom is a non-profit collective based in Northern California, home to some of the finest cannabis. We supply and deliver top quality medical cannabis to qualified patients in the Bay Area. <span style="""">Harvest Bloom is a boutique delivery service designed to help patients improve their quality of life and gain easier access to medical cannabis. </span>",,"521 Channel Islands Blvd W,",,Suite 10,93041,Port Huneme,,,34.173624,-119.234348,6507399450,,,,2019-07-12T11:35:01.632460-07:00,True,,False,False,0.0000,5301,3653.0,,,36.0,,,,{}
161,294926,CA,[],2019-09-23T13:22:59.373636-07:00,2019-09-23T13:23:00.068613-07:00,,,,,,C9-0000258,,False,,,,,USD,,,Harvest Bloom - Redwood City,Harvest Bloom - Redwood City,,,,335 Convention Way,,d 1/2,94063,Redwood City,,,37.494220,-122.229311,,,,,2019-10-10T08:36:15.305702-07:00,True,,False,False,0.0000,5301,8022.0,,,96.0,,,,{}
162,113361,CA,[],2018-05-30T14:02:21.730694-07:00,2018-05-30T23:45:01.194869-07:00,,,Harvest off Mission,,,A10-18-0000143,,False,,,,,USD,,,Harvest off Mission,,,,,33 29th St,,,94110,San Francisco,,,,,4158143519,,admin@harvestshop.com,,,False,,False,False,0.0000,5301,4284.0,,,32.0,,,,{}
163,113362,CA,[],2018-05-30T14:02:21.833703-07:00,2018-05-31T00:00:00.697203-07:00,,,Harvest on Geary,,,A10-18-0000121,,False,,,,,USD,,,Harvest on Geary,,,,,4811 Geary Blvd,,,94118,San Francisco,,,37.780349,-122.471093,4157026767,,admin@harvestshop.com,,,False,,False,False,0.0000,5301,4674.0,,,32.0,,,,{}
164,298551,CA,[32436],2019-09-30T13:50:46.776541-07:00,2020-07-23T16:10:16.876298-07:00,,,,,,C10-0000592-LIC,,False,,,,,USD,,,harvest venice,,,,,712 Lincoln Blvd,,,90291,venice beach,,,33.999917,-118.464922,4243460980,,htravis@harvestinc.com,,,False,,False,False,0.0000,5301,,,1440.0,32.0,3.0,,,{}
165,153915,CA,[32436],2018-11-05T17:47:58.203989-08:00,2020-07-24T13:20:03.548953-07:00,,,,,,C10-0000082-LIC,,False,,,<p>&nbsp;sal@ritegreensla.com<br></p>,"<p><a href=""https://calendly.com/rgmaywood/delivery"">https://calendly.com/rgmaywood/delivery</a></p><p><br></p><p>monday and wed 10am - 6pm</p>",USD,,,HAVEN cannabis (previously Rite Greens),,,,,3951 E. Slauson Ave.,,,90270,Maywood,,,33.988265,-118.194521,4244212080,,brittany.cervero@myhavenstores.com,,,False,,False,False,0.0000,5301,,413.0,1440.0,83.0,3.0,1055.0,,{}
166,377879,CA,[],2020-02-24T22:35:04.790542-08:00,2020-02-24T22:35:05.981930-08:00,,,,,,C12-0000183,,False,,,,,USD,,,Haze Dispensary,Haze Dispensary,,=,,1761 Smith Ave.,,,95112,San Jose,,,37.314054,-121.863248,,,,,,True,,False,False,0.0000,5301,3765.0,,,83.0,,,,{}
167,113363,CA,[],2018-05-30T14:02:21.932849-07:00,2018-05-31T00:00:03.379176-07:00,,,HCMA Co-Op,,,A10-18-0000326,,False,,,,,USD,,,HCMA Co-Op,,,,,11826 Sheldon Street,,,91352,Sun Valley,,,34.240892,-118.390038,8184148125,,hcma818@gmail.com,,,False,,False,False,0.0000,5301,,,,32.0,,,,{}
168,435148,CA,[],2020-05-30T14:47:35.026093-07:00,2020-05-30T14:47:36.136699-07:00,,,,,,C10-0000466-LIC,,False,,,,,USD,,,Heirloom Organics,"Point Bay Distributors, Inc - BUYER",,,,627 Summer Street,,,95501,Eureka,,,40.799373,-124.173380,(850) 510-3483,,,,,True,,False,False,0.0000,5301,9692.0,,,83.0,,,,{}
169,203621,CA,[32436],2019-04-18T08:53:41.670982-07:00,2020-07-23T16:13:05.957226-07:00,,,,,,C10-0000104-LIC,,False,,,,,USD,,,Herbal Pain Relief Center Cooperative,,,,,10736 Sepulveda Blvd,,,91345,Mission Hills,,,34.259901,-118.467494,8186396028,,,,,False,,False,False,0.0000,5301,3999.0,,,83.0,1.0,931.0,,{}
170,408150,CA,[],2020-04-13T22:04:21.432537-07:00,2020-04-13T22:04:22.077269-07:00,,,,,,C11-0000880,,False,,,,,USD,,,Herban Industries Ca LLC,Herban Industries Ca LLC,,,,414 Lesser Street,,,94601,Oakland,,,37.763100,-122.220149,,,,,,True,,False,False,0.0000,5301,9953.0,,,97.0,,,,{}
171,113364,CA,[],2018-05-30T14:02:22.029334-07:00,2019-08-15T12:11:11.182567-07:00,,,Herban Legend,,,A10-18-0000159,,False,,,,,USD,,,Herban Legend,,,,,17875 N CA-1,,,5437-,Fort Bragg,,,39.403661,-123.808633,7079610113,,herbanlegend@live.com,,2019-08-15T12:11:11.020860-07:00,False,,False,False,0.0000,5301,5083.0,,,32.0,,,,{}
172,181096,CA,[32436],2019-02-07T14:28:55.581700-08:00,2020-08-11T19:01:46.350600-07:00,,,,,,C11-0000064-LIC,,False,,,,,USD,,,HERBARIUM,,,,,979 N LA Brea Ave,,,90038,Los Angeles,,,34.088550,-118.344630,3234472037,,adie@herbarium.la,<p>$500 shelving agreement = 34 free 1/2 gram carts on first order of each month.</p>,,False,,False,False,0.0000,5301,5505.0,413.0,1440.0,29.0,1.0,1055.0,,{}
173,113365,CA,[],2018-05-30T14:02:22.127378-07:00,2018-05-31T01:00:01.603499-07:00,,,HHC - Healthy Herbal Care,,,A10-18-0000204,,False,,,,,USD,,,HHC - Healthy Herbal Care,,,,,7123 Sepulveda Blvd,,,91405,Van Nuys,,,34.200205,-118.466552,8184538085,,hhccollective420@gmail.com,,,False,,False,False,0.0000,5301,,,,32.0,,,,{}
174,242780,CA,[35250],2019-06-24T13:35:03.441049-07:00,2019-06-24T13:35:04.847159-07:00,,,,,,C12-18-0000006,,False,,,,,USD,,,Hi-Fidelity,,,,,2465 Telegraph Ave,,,94704,Berkeley,,,37.865720,-122.258562,2143566668,,alex@hifigreen.com,<p>Alex (buyer)</p><p>Meeting set for 6/25 at 2pm</p><p>Requested samples of disposables</p>,,False,,False,False,0.0000,5301,,,,32.0,,,,{}
175,242518,CA,[],2019-06-22T15:41:15.865836-07:00,2019-06-22T15:41:16.836029-07:00,,,,,,C12-18-0000006,,False,,,,,USD,,,Hi-Fidelity,Hi-Fidelity,,=,,2465 Telegraph Ave.,,,94704,Berkeley,,,37.865720,-122.258562,,,,,2019-06-22T15:41:15.864509-07:00,True,sample_request,False,False,0.0000,5301,5136.0,,,35.0,,,176726.0,{}
176,113367,CA,[],2018-05-30T14:02:22.317627-07:00,2018-05-31T01:15:01.845190-07:00,,,Higher Level of Care,,,A10-17-0000073,,False,,,,,USD,,,Higher Level of Care,,,,,10665 Merritt St,,,95012,Castroville,,,36.766364,-121.758481,8314537180,,info@HigherLevelMMJ.com,,,False,,False,False,0.0000,5301,4520.0,,,32.0,,,,{}
177,267370,CA,[35250],2019-07-29T12:20:15.676411-07:00,2019-07-29T12:20:16.627296-07:00,,,Higher Level,,,A10-18-0000126-Temp,,False,,,,,USD,,,Higher Level of Care Seaside,,,,,310 Amador Ave,,,93955,Seaside,,,36.607033,-121.855276,8314026362,,cassidy@HLDispensaries.com,,,False,,False,False,0.0000,5301,,,,32.0,,,,{}
178,312083,CA,[],2019-10-24T11:00:22.495048-07:00,2019-12-03T03:00:00.773782-08:00,,,,,,C9-0000296,,False,,,,,USD,,,Higher Planes Medical Group,Higher Planes Medical Group,,,,17437 Lemon St. Unit 21.,,,92345,Hesperia,San Bernardino,,34.440815,-117.282468,,,,,2019-10-28T12:18:55.648281-07:00,True,,False,False,0.0000,5301,8596.0,,,34.0,,,,{}
179,113366,CA,[32436],2018-05-30T14:02:22.220847-07:00,2020-07-21T14:14:05.006586-07:00,,,High Note Culver City,,,C10-0000210-LIC,,False,,,,"<p>Delivery must be scheduled through this account's online portal.&nbsp;</p><p><a href=""https://calendly.com/cannadt/collective-pharm-delivery"" target=""_blank"" data-saferedirecturl=""https://www.google.com/url?q=https://calendly.com/cannadt/collective-pharm-delivery&amp;source=gmail&amp;ust=1584228883686000&amp;usg=AFQjCNEhMqLfPFWT2eBKBe31dMtRBQIBOw"" style=""color: rgb(17, 85, 204); font-family: Arial, Helvetica, sans-serif; font-size: small; background-color: rgb(255, 255, 255);"">https://calendly.com/cannadt/<wbr>collective-pharm-delivery</a><br></p>",USD,,,High Note Culver City,,,,,5277 W Jefferson Blvd,,,90016,Mid City,,,34.025822,-118.360768,2135727199,,highnoteculver@gmail.com,"<p><font color=""#222222"" face=""Arial, Helvetica, sans-serif"" size=""2"">AP@GROWTHNETWORKHOLDINGS.COM - this is for A/R</font></p><p><font color=""#222222"" face=""Arial, Helvetica, sans-serif"" size=""2"">213-267-5909 - A/R</font></p>",,False,,False,False,0.0000,5301,,,,32.0,4.0,,,{}
180,156714,CA,[32436],2018-11-14T17:04:03.102432-08:00,2020-07-23T16:20:05.836594-07:00,,,,,,A10-18-0000312-TEMP,,False,,,,<p>Call for 24 hour notice on Delivery and any time is good for drop off.&nbsp;</p>,USD,,,High Note West,,,,,5277 West Jefferson,,,90016,Los Angeles,,,34.025823,-118.360768,3233831037,,thehighnoteinventory@gmail.com,,,False,,False,False,0.0000,5301,,,,32.0,3.0,1055.0,,{}
181,262336,CA,[17836],2019-07-19T08:15:27.055422-07:00,2019-07-21T04:00:02.301902-07:00,,,,,,C10-0000134.LIC,,False,,,,,USD,,,high season,,,,,"1133 Harley Knox Blvd Perris, California US 92571",,,92571,perris,,,33.858509,-117.251038,9516233486,9516233486,,,,False,,False,False,0.0000,5301,,,,83.0,,,,{}
182,113368,CA,[],2018-05-30T14:02:22.420272-07:00,2018-05-31T01:30:04.483486-07:00,,,Highway 29 Health Care,,,A10-18-0000284,,False,,,,,USD,,,Highway 29 Health Care,,,,,3737 Sonoma Blvd,,,94589,Vallejo,,,38.125623,-122.255798,7076458303,,LisaHighway29@gmail.com,,,False,,False,False,0.0000,5301,,,,32.0,,,,{}
183,269107,CA,[32436],2019-07-31T22:20:28.677959-07:00,2020-07-23T16:27:42.943657-07:00,,,,,,A12-18-0000060-TEMP,,False,,,,,USD,,,hollyweed,,,,,5158 Venice Blvd,,,90019,los angeles,,,34.044788,-118.352342,3235923113,,hollyweedhollywood@gmail.com,,,False,,False,False,0.0000,5301,,,,32.0,4.0,,,{}
184,319445,CA,[],2019-11-08T19:05:06.682899-08:00,2019-11-08T19:05:07.537286-08:00,,,,,,C11-0000250,,False,,,,,USD,,,Home Grown Holistic Collective INC,Home Grown Holistic Collective INC,,,,3201 Sonoma BLVD,,,94590,Vallejo,,,38.119689,-122.254723,,,,,2019-11-08T19:06:09.039408-08:00,True,,False,False,0.0000,5301,7962.0,,,97.0,,,,{}
185,445127,CA,[],2020-06-14T17:07:39.077616-07:00,2020-06-14T17:07:40.501859-07:00,,,,,,C9-0000295-LIC,,False,,,,,USD,,,Hometown Heart,Hometown Heart,,,,2800 3rd St,,,94107,San Francisco,,,,,,,,,,True,,False,False,0.0000,5301,9252.0,,,96.0,,,,{}
186,475329,CA,[],2020-07-23T14:30:03.050906-07:00,2020-07-23T14:30:03.152960-07:00,,,,,,C11-0000587-LIC,,False,,,,,USD,,,Honey Oil,Honey Oil,,,http://www.honeyoil.co,7755 Arjons Drive,,,92126,San Diego,San Diego,,32.893513,-117.152304,,,,,,True,,False,False,0.0000,5301,8684.0,,,97.0,,,,{}
